start_date,start_station,end_date,end_station,bike_number,bike_model,duration_min,trip_category,trip_type,start_hour,start_day,start_month,is_weekend,is_rush_hour,rush_period,station_risk_score,bike_instability_score,start_lat,start_long,end_lat,end_long,trip_distance_km,avg_speed
15/10/2025 23:54,"ormonde gate, chelsea",16/10/2025 00:06,"horseferry road, westminster",58875,CLASSIC,12.08725,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.005656109,0.015151515151515152,51.48796408,-0.161765173,51.49481649,-0.13045856,2.297496312716355,11.404560902023313
15/10/2025 23:54,"southwark station 2, southwark",16/10/2025 00:13,"rotherhithe roundabout, rotherhithe",57397,CLASSIC,19.211533333333332,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.004662005,0,51.504044,-0.104778,51.499169,-0.055846029,3.4300790224033277,10.712561968550125
15/10/2025 23:54,"south audley street, mayfair",16/10/2025 00:24,"cleveland way, stepney",62897,PBSC_EBIKE,30.2142,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.003205128,0,51.50923,-0.15129,51.520893,-0.051394,7.033162554066852,13.96660355872441
15/10/2025 23:54,"brushfield street, liverpool street",16/10/2025 00:10,"clarkson street, bethnal green",58814,CLASSIC,16.07496666666667,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.003924133,0,51.518908,-0.079249,51.528692,-0.059091,1.7687713113946089,6.601959486718056
15/10/2025 23:55,"pritchard's road, bethnal green",16/10/2025 00:19,"great dover street, the borough",40332,CLASSIC,24.167866666666665,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.00538358,0,51.532091,-0.06142,51.49738251,-0.089446947,4.319299088,10.723244582593486
15/10/2025 23:55,"hortensia road, west brompton",16/10/2025 00:04,"emperor's gate, south kensington",59447,CLASSIC,9.412683333333334,Short(1-10 mins),normal,23,Wednesday,October,0,0,non_rush,0.006681514,0,51.48176572,-0.185273723,51.49536226,-0.185296516,1.5118670915770258,9.637212076749798
15/10/2025 23:53,"margery street, clerkenwell",16/10/2025 00:16,"brick lane market, shoreditch",52018,CLASSIC,23.2957,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.00286533,0.006578947,51.52659961,-0.112432615,51.52261762,-0.071653961,2.855727960454712,7.355163297401783
15/10/2025 23:53,"duke street hill, london bridge",15/10/2025 23:58,"curlew street, shad thames",59235,CLASSIC,5.151483333333333,Short(1-10 mins),normal,23,Wednesday,October,0,0,non_rush,0.003634161,0,51.50630441,-0.087262995,51.50227992,-0.074189225,1.0094948126765173,11.757718086491149
15/10/2025 23:53,"normand park, west kensington",15/10/2025 23:58,"charing cross hospital, hammersmith",30909,CLASSIC,5.037316666666666,Short(1-10 mins),normal,23,Wednesday,October,0,0,non_rush,0.002286585,0,51.48438657,-0.20481514,51.48728535,-0.217995921,0.9679105428756116,11.528882620549307
15/10/2025 23:53,"holborn circus, holborn",16/10/2025 00:26,"walnut tree walk, vauxhall",54997,CLASSIC,32.50675,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.002929688,0,51.51795029,-0.108657431,51.49368637,-0.111014912,2.7029540683739928,4.989032865556833
